_obj ID,_obj type,_county,_estate,_latitude,_longitude,_accuracy,_distance from Daugava,_spelling,_language,_standardized,DELETE,_source,_match factor,_comment,_etymology,_alternative etymology,_inherited,_reliability,_source language,_attestation,_meaning,_category,_name,_period,_source text,_editor
tenisi,village,444 nīcgale,unclear,"56,0674","26,3686",0,no,teneissola,latvian,local or Latg.,,LĢIA 55792,high,no comment,"tenīssala 'Tenīsi village.' Compound of PN Tenīss 'Anthony' and sala 'village.' Also a FN, cf. Tenīss (LUV). | Borrowed from LG PN Tönnies, cf. also Est. Tõnis. Ultimately from Lt. FN Antōnius. | ME 4, 164 s.v. Tenis.",no comment,borrowed,reliable,low german,latvian,Anthony,foreign names (germanic); foreign names (greek and latin),yes,modern,no comment,aigars
tenisi,village,444 nīcgale,unclear,"56,0674","26,3686",0,no,tenisi,latvian,error,,LĢIA 55792,high,no comment,"nom.pl. of PN Tenīss 'Anthony.' Also a FN (LUV). | Borrowed from LG PN Tönnies, cf. also Est. Tõnis. Ultimately from Lt. FN Antōnius. | ME 4, 164 s.v. Tenis.",no comment,borrowed,reliable,low german,latvian,Anthony,foreign names (germanic); foreign names (greek and latin),yes,modern,no comment,aigars
tenisi,village,444 nīcgale,unclear,"56,0674","26,3686",0,no,tenīši,latvian,yes,,AŠĢTD 78,high,no comment,"nom.pl. of a V of PN Tenīss 'Anthony' (Cf. Tenīšu diena '17th January'). Also a FN (LUV). | Borrowed from LG PN Tönnies, cf. also Est. Tõnis. Ultimately from Lt. FN Antōnius. | ME 4, 164 s.v. Tenis.",no comment,borrowed,reliable,low german,latvian,Anthony,foreign names (germanic); foreign names (greek and latin),yes,modern,no comment,aigars
tenteni 1,house,227 lielvārde,lielvārde,"56,6932","24,9009",0,no,tȩntȩni,latvian,local,,"AŠĢTD 49; E 1922, 49",high,no comment,"nom.pl. of tȩntȩns 'someone who stumbles; loafer; drunkard; clumsy worker; someone who is always in the way; someone who talks rubbish.' | V of tenteris~tentelis with assimilation. | ME 4, 164 s.v. tentelis; 4, 165 s.v. ten̂teris2.",no comment,unclear,unclear,unclear,latvian,stumbler; loafer; drunkard; clumsy worker; always-in-the-way; rubbish talker,economy and labor; nicknames,no,modern,no comment,aigars
tenteni 1,unclear,227 lielvārde,lielvārde,"56,6932","24,9009",0,no,tentenjāņi,latvian,unclear,,LĢIA unreg.,high,no comment,nom.pl. of tȩntȩnjãnis 'loafer John; clumsy John' vel sim. | Compound of tȩntȩns 'someone who stumbles; loafer; drunkard; clumsy worker; someone who is always in the way; someone who talks rubbish' and PN Jãnis 'John.' | AK.,no comment,recent,unclear,original word,latvian,stumbler; loafer; drunkard; clumsy worker; always-in-the-way; rubbish talker; John,economy and labor; foreign names (aramaic and hebrew); nicknames,no,modern,no comment,aigars
tenteni 2,house,344 jumprava,jumprava,"56,6264","24,9503",0,no,tȩ̀ntȩni,latvian,local,,"AŠĢTD 49; E 1922, 42",high,no comment,"nom.pl. of tȩntȩns 'someone who stumbles; loafer; drunkard; clumsy worker; someone who is always in the way; someone who talks rubbish.' | V of tenteris~tentelis with assimilation. | ME 4, 164 s.v. tentelis; 4, 165 s.v. ten̂teris2.",no comment,unclear,unclear,unclear,latvian,stumbler; loafer; drunkard; clumsy worker; always-in-the-way; rubbish talker,nicknames; economy and labor,no,modern,no comment,aigars
tenteni 2,house,344 jumprava,jumprava,"56,6264","24,9503",0,no,tentēni,latvian,unclear,,LĢIA 40095,high,no comment,"nom.pl. of tȩntȩ̃ns 'someone who stumbles; loafer; drunkard; clumsy worker; someone who is always in the way; someone who talks rubbish.' | V of tȩntȩns~tenteris~tentelis with assimilation. | ME 4, 164 s.v. tentelis; 4, 165 s.v. ten̂teris2.",no comment,unclear,unclear,unclear,latvian,stumbler; loafer; drunkard; clumsy worker; always-in-the-way; rubbish talker,nicknames; economy and labor,no,modern,no comment,aigars
teraudi,house,435 dignāja,unclear,"56,2948","26,1708",0,no,tēraudi,latvian,unclear,,LĢIA 128101,n/a,no comment,"nom.pl. of tȩ̃raûds 'steel.' Also a FN (LUV). | V of tȩ̄ruods ← Liv. tērōda. | ME 4, 172.",no comment,borrowed,reliable,livonian,latvian,steel,minerals and mining,yes,modern,no comment,aigars
teraudkalni,house,450 līksna,unclear,"55,9990","26,3909",0,no,tēraudkalni,latvian,unclear,,LĢIA 131100,n/a,no comment,"nom.pl. of tȩ̃raûdkal̂ns 'steel hill.' Also a FN (LUV). | Compound of tȩ̃raûds 'steel' and kal̂ns 'hill, mountain.' | AK.",no comment,recent,reliable,original word,latvian,steel hill,minerals and mining; landscape,yes,modern,no comment,aigars
termani,house,219 duõle,bȩ̃rzmente,"56,8344","24,3383",0,no,tērmaņi,latvian,unclear,,AŠĢTD 39,n/a,no comment,"nom.pl. of tȩ̃rmanis 'spendthrift.' Also a FN (LUV). | manis-derivation to tẽrêt 'spend' ← MLG tēren. Parallel to spẽlêt 'play' : spȩ̃lmanis 'minstrel' ← MLG spēlen and spēlman. | Karulis 2001, 1026 s.v. tērēt; ME 4, 173 s.v. tẽrêt and tȩ̃rmanis.",no comment,inherited,reliable,original word,latvian,spendthrift,nicknames,yes,modern,no comment,aigars
ticmani,house,220 daugmale,lĩves,n/a,n/a,n/a,no,tĩcmaņi,latvian,yes,,"E 1925, 30",medium,no comment,"nom.pl. of FN Tĩcmanis (LUV), cf. HG Tietzmann (DFD). | Borrowed from HG FN Tietzmann (DFD) or the MLG source hereof. Tietzmann is derived from Tietz, itself derived from a descendant of OS thiod~thiad 'people' (DFD). | AK.",no comment,borrowed,reliable,german,latvian,people,kinship and relationship,yes,modern,no comment,aigars
ticmani,house,220 daugmale,unclear,"56,8267","24,3755",0,no,tīči,latvian,unclear,,AŠĢTD 39,medium,no comment,"nom.pl. of FN Tĩcis (LUV), cf. also Lt. Týcas (LPDB) Po. Tietz (ISNP)  HG Tietz (DFD). | Borrowed from HG FN Tietz or the MLG source hereof. Tietz is derived from a descendant of OS thiod~thiad 'people' (DFD). | AK.",no comment,borrowed,reliable,german,latvian,people,kinship and relationship,yes,modern,no comment,aigars
tilci,house,356 ābeļi,līkummuiža,"56,5988","25,7449",0,no,tilči,latvian,unclear,,AŠĢTD 67,n/a,no comment,"nom.pl. of tilcis 'querier.' | Related to til̃cinât 'query, investigate.' | ME 4, 187 s.v. til̃cinât.",from Po. tylec 'back of a knife; breech; snag;' from Po. FN Tylec (ISNP); from Lt. tìlkus 'quiet.',inherited,unclear,original word,latvian,querier,nicknames,no,modern,no comment,aigars
tilderi,house,215 salaspils,unclear,"56,8616","24,3090",0,no,til̃deŗi,latvian,yes,,"E 1922, 58; LĢIA 66381",high,obj type village in LĢIA,"nom.pl. of til̃deris 'little stint (calidris minuta).' Also a FN, cf. Tilders (LUV). | Borrowed from Est. tilder. | ME 4, 187 s.v. tildars.",no comment,borrowed,reliable,estonian,latvian,little stint,birds,yes,modern,no comment,aigars
tilpji,house,356 ābeļi,līkummuiža,,,,no,tìlpji,latvian,yes,,"E 1925, 63",,no comment,,,,,,,,,,,,
tilpu kapi,cemetery,356 ābeļi,līkummuiža,"56,6014","25,7397",0,no,tilpu kapi,latvian,unclear,,LĢIA 77108,n/a,no comment,"tilpju kapi 'Tilpji cemetery.' Gen.pl. of tilpis 'room; storage room; luggage van; large vessel; reservoir; hall.' | ii̯o-derivation to tìlpt 'fit, have enough space; suffice; endure' (Lt. til̃pti). For semantics see tilpe 'room, storage room, luggage van, large vessel' tilpne 'room; reservoir; hall.' | ME 4, 160 s.v. tȩlpa; 4, 189 s.v. tilpe tilpne I tìlpt.",no comment,inherited,possible,original word,latvian,room; storage room; luggage van; large vessel; reservoir; hall,building; vessels; infrastructure,no,modern,no comment,aigars
tiltakaleji,house,350 sērene,sērene,"56,5770","25,2148",0,no,tiltakalēji,latvian,yes,,"E 1925, 66",high,no comment,nom.pl. of til̃takalẽjs 'bridgesmith.' | Syntagm of gen.sg. of til̃ts 'bridge' and kalẽjs 'blacksmith.' | AK.,no comment,recent,reliable,original word,latvian,bridgesmith,trade and artisanship,no,modern,no comment,aigars
tiltakaleji,house,350 sērene,sērene,"56,5770","25,2148",0,no,tiltkalēji,latvian,unclear,,AŠĢTD 58; LĢIA unreg.,high,no comment,nom.pl. of til̃tkalẽjs 'bridgesmith.' | Compound of til̃ts 'bridge' and kalẽjs 'blacksmith.' | AK.,no comment,recent,reliable,original word,latvian,bridgesmith,trade and artisanship,no,modern,no comment,aigars
tilti,unclear,509 kaplava,unclear,"55,8549","27,1645",0,no,tilti,latvian,unclear,,LĢIA unreg.,n/a,no comment,"nom.pl. of til̃ts 'bridge; (D) porch.' Also a FN (LUV). | Related to tale 'flax bleachery' Lt. tìlės 'floorboards in rowboat' OPr. talus 'room floor' OCS nom.pl. tьla 'floor' a.o. Cognate with Lt. tìltas. | ME 4, 189.",no comment,inherited,reliable,original word,east baltic,bridge,infrastructure,yes,modern,no comment,aigars
tiltini 1,unclear,357 krustpils,unclear,"56,4995","25,8990",0,no,tiltiņi,latvian,unclear,,LĢIA unreg.,n/a,no comment,"nom.pl. of D to til̃ts 'bridge; (D) porch.' Also a FN, cf. Tiltiņš Tilts (LUV). | Related to tale 'flax bleachery' Lt. tìlės 'floorboards in rowboat' OPr. talus 'room floor' OCS nom.pl. tьla 'floor' a.o. Cognate with Lt. tìltas. The inii̯o-derivation might not be a D but relational in the sense 'bridge keeper; bridge dweller,' cf. Lt. tìltinis. | ME 4, 189.",no comment,inherited,reliable,original word,east baltic,bridge; porch; bridge keeper; bridge dweller,building; infrastructure; military and defence,yes,modern,no comment,aigars
tiltini 2,house,455 svente,unclear,"55,9627","26,3837",0,no,tiltiņi,latvian,unclear,,LĢIA 77545,n/a,no comment,"nom.pl. of D to til̃ts 'bridge; (D) porch.' Also a FN, cf. Tiltiņš Tilts (LUV). | Related to tale 'flax bleachery' Lt. tìlės 'floorboards in rowboat' OPr. talus 'room floor' OCS nom.pl. tьla 'floor' a.o. Cognate with Lt. tìltas. The inii̯o-derivation might not be a D but relational in the sense 'bridge keeper; bridge dweller,' cf. Lt. tìltinis. | ME 4, 189.",no comment,inherited,reliable,original word,east baltic,bridge; porch; bridge keeper; bridge dweller,building; infrastructure; military and defence,yes,modern,no comment,aigars
tiltnieki 1,house,350 sērene,sērene,"56,5979","25,0204",0,no,tiltnieki,latvian,yes,,"AŠĢTD 58; E 1925, 66",high,no comment,"nom.pl. of til̃tniẽks 'bridge keeper; (pl.) bridge construction worker bridgeman.' Also a FN (LUV). | nieka-derivation to til̃ts 'bridge' (Lt. tìltas). | ME 4, 189.",no comment,inherited,reliable,original word,latvian,bridge keeper; bridge construction worker,infrastructure; economy and labor,yes,modern,no comment,aigars
tiltnieki 2,house,444 nīcgale,unclear,"56,1533","26,3476",0,no,tiltnieki,latvian,unclear,,LĢIA 127004,n/a,no comment,"nom.pl. of til̃tniẽks 'bridge keeper; (pl.) bridge construction worker.' Also a FN (LUV). | nieka-derivation to til̃ts 'bridge' (Lt. tìltas). | ME 4, 189.",no comment,inherited,reliable,original word,latvian,bridge keeper; bridge construction worker,infrastructure; economy and labor,yes,modern,no comment,aigars
timaski,village,506 krāslava,unclear,"55,9091","26,9441",0,no,timaški,latvian,unclear,,AŠĢTD 88,n/a,no comment,"nom.pl. of Timaška; probably PN and FN 'Tim,' cf. Timoška (LPV 307; LUV). | Borrowed from Ru. PN Timoška or its Bru. counterpart, perhaps as nom.pl. Timoški. ka-D to PN Timoša, HC to Timoféj 'Timothy.' Ultimately from Gr. Τῑμόθεος 'honoring god,' compound of τῑμᾰ́ω 'honor' and θεός 'god.' | LPV 307.",no comment,borrowed,reliable,east slavic,latvian,Tim,foreign names (greek and latin); foreign names (slavic),no,modern,no comment,aigars
tiras,house,507 skaista,unclear,"55,8358","27,3561",0,no,tīras,latvian,unclear,,LĢIA 125782,n/a,no comment,"fem.nom.-acc.pl. of tĩrs 'clean.' Also a FN (LUV). | Cognate with Lt. týras. Might be a pl.tant. in the sense 'steppe; heathland; overgrown swamp,' cf. Lt. tyrai. | ME 4, 203 s.v. tĩrelis tĩrs.","tĩra 'porridge' (might be same etymology; ME 4, 202 s.v. II tĩra).",inherited,reliable,original word,east baltic,clean,qualities,yes,modern,no comment,aigars
tireli 1,house,431 vīpe,unclear,"56,4395","26,0918",0,no,tīreļi,latvian,unclear,,LĢIA 55112,n/a,no comment,"nom.pl. of tĩrelis 'swamp; meadow.' Also a FN (LUV). | elii̯o-derivation to tĩrs 'clean' (Lt. týras). | ME 4, 203.",no comment,inherited,reliable,original word,latvian,swamp; meadow,landscape,yes,modern,no comment,aigars
tireli 2,house,456 laucesa,unclear,"55,8484","26,5736",0,no,tīreļi,latvian,unclear,,LĢIA 61125,n/a,no comment,"nom.pl. of tĩrelis 'swamp; meadow.' Also a FN (LUV). | elii̯o-derivation to tĩrs 'clean' (Lt. týras). | ME 4, 203.",no comment,inherited,reliable,original word,latvian,swamp; meadow,landscape,yes,modern,no comment,aigars
tireli 3,house,456 laucesa,unclear,"55,8484","26,5726",0,no,tīreļi,latvian,unclear,,LĢIA 133701,n/a,no comment,"nom.pl. of tĩrelis 'swamp; meadow.' Also a FN (LUV). | elii̯o-derivation to tĩrs 'clean' (Lt. týras). | ME 4, 203.",no comment,inherited,reliable,original word,latvian,swamp; meadow,landscape,yes,modern,no comment,aigars
tirumnieki,house,435 dignāja,unclear,"56,3138","26,1528",0,no,tīrumnieki,latvian,unclear,,LĢIA 55613,n/a,no comment,"nom.pl. of tĩrumniẽks 'field dweller, flatlander.' Also a FN (LUV). | nieka-derivation to tĩrums 'arable land; cleanness,' itself an uma-derivation to tĩrs 'clean' (Lt. týras). | ME 4, 203 s.v. tĩrs; 4, 204 s.v. tĩrums.",no comment,inherited,reliable,original word,latvian,field dweller; flatlander,agriculture; landscape,yes,modern,no comment,aigars
tisi 1,house,215 salaspils,unclear,"56,8389","24,3568",0,no,tĩsi,latvian,yes,,"AŠĢTD 39; E 1922, 58",high,no comment,nom.pl. of PN FN Tīss 'Matt' (LPV 307; LUV). | HC to Matīss 'Matthew.' Ultimately from Aram. mattay 'gift of God.' | LPV 307.,no comment,borrowed,reliable,aramaic,latvian,Matt,foreign names (aramaic and hebrew),yes,modern,no comment,aigars
tisi 2,house,221 uogresgals,sprēstiņi,"56,7628","24,6831",0,no,tīsi,latvian,unclear,,"AŠĢTD 48; E 1922, 39",high,no comment,nom.pl. of PN FN Tīss 'Matt' (LPV 307; LUV). | HC to Matīss 'Matthew.' Ultimately from Aram. mattay 'gift of God.' | LPV 307.,no comment,borrowed,reliable,aramaic,latvian,Matt,foreign names (aramaic and hebrew),yes,modern,no comment,aigars
tisi 2,house,221 uogresgals,sprēstiņi,"56,7628","24,6831",0,no,tīsas,latvian,unclear,,LĢIA 35248,high,no comment,"pl.tant. tīsas 'Matt's place' vel sim. Also a FN (LUV). | ā-derivation to PN FN Tīss 'Matt,' HC to Matīss 'Matthew.' | LPV 307 s.v. Tīss.",no comment,recent,reliable,original word,latvian,of Matt,foreign names (aramaic and hebrew),yes,modern,no comment,aigars
tomkas,house,356 ābeļi,unclear,"56,4581","25,9356",0,no,tomkas,latvian,unclear,,AŠĢTD 68; LĢIA 50589,high,no comment,"nom.-acc.pl. of PN FN Tomka 'Tom' (LPV 308; LUV), cf. Lt. FN Tòmka (LPDB). | Borrowed from Ru. or Bru. Tomka, HC to PN Tomaš. Ultimately from Aram. taʔwmaʔ~taʔmaʔ 'twin.' | LPV 308.",no comment,borrowed,reliable,east slavic,latvian,Tom,foreign names (aramaic and hebrew); foreign names (slavic),yes,modern,no comment,aigars
topoli 1,house,458 saliena,unclear,"55,8591","26,9471",0,no,topoļi,latvian,unclear,,LĢIA 131188,n/a,no comment,nom.pl. of topoļš 'poplar.' | Borrowed from Ru. tópol'. | AK.,no comment,borrowed,reliable,russian,latvian,poplar,trees and shrubs,no,modern,no comment,aigars
topoli 2,unclear,458 saliena,unclear,"55,8603","26,9404",0,no,topoļi,latvian,unclear,,LĢIA unreg.,n/a,no comment,nom.pl. of topoļš 'poplar.' | Borrowed from Ru. tópol'. | AK.,no comment,borrowed,reliable,russian,latvian,poplar,trees and shrubs,no,modern,no comment,aigars
transejas,house,441 rubeņi,unclear,"56,2130","26,2229",0,no,tranšejas,latvian,unclear,,LĢIA 130430,n/a,no comment,"nom.-acc.pl. of tranšeja 'trench; ditch.' | Borrowed from Fr. tranchée, perhaps via Ru. tranšéja. | AK.",no comment,borrowed,reliable,french,latvian,trench; ditch,military and defence; infrastructure,no,modern,no comment,aigars
trepe,village,431 vīpe,unclear,"56,4382","26,0784",0,no,trepe,latvian,unclear,,LĢIA 54897,n/a,no comment,"nom.sg. trepe '(usually pl.) stairs.' | Borrowed from HG Treppe, cf. also Lt. trẽpai Est. repp. | ME 4, 231.",no comment,borrowed,reliable,high german,latvian,stairs,building,no,modern,no comment,aigars
trepmuiza 1,house,357 krustpils,unclear,"56,4679","26,0180",0,no,trepjumuiža,latvian,yes,,"E 1925, 169",medium,alternative matches with LĢIA in trepmuiza 2-3,"trepjumuĩža 'stair estate.' Gen.pl. of trepe '(usually pl.) stairs.' | Borrowed from HG Treppe, cf. also Lt. trẽpai Est. repp. | ME 4, 231.",no comment,borrowed,possible,high german,latvian,stairs,building,no,modern,no comment,aigars
trepmuiza 1,estate,357 krustpils,unclear,"56,4679","26,0180",0,no,trepu mž.,latvian,local,,AŠĢTD 77,medium,no comment,"trepju muĩža 'stair estate.' Gen.pl. of trepe '(usually pl.) stairs.' | Borrowed from HG Treppe, cf. also Lt. trẽpai Est. repp. | ME 4, 231.",no comment,borrowed,possible,high german,latvian,stairs,building,no,modern,no comment,aigars
trepmuiza 2,house,357 krustpils,unclear,"56,4711","26,0098",0,no,trepmuiža,latvian,unclear,,LĢIA unreg.,n/a,no comment,"trepmuĩža 'stair estate.' Compound of trepe '(usually pl.) stairs' and muĩža 'estate.' | Borrowed from HG Treppe, cf. also Lt. trẽpai Est. repp. | ME 4, 231.",no comment,borrowed,possible,high german,latvian,stairs,building,no,modern,no comment,aigars
trepmuiza 3,house,357 krustpils,unclear,"56,4718","26,0274",0,no,trepmuiža,latvian,unclear,,LĢIA unreg.,n/a,no comment,"trepmuĩža 'stair estate.' Compound of trepe '(usually pl.) stairs' and muĩža 'estate.' | Borrowed from HG Treppe, cf. also Lt. trẽpai Est. repp. | ME 4, 231.",no comment,borrowed,possible,high german,latvian,stairs,building,no,modern,no comment,aigars
trepmuiza 4,village,357 krustpils,unclear,"56,4677","26,0216",0,no,trepmuiža,latvian,unclear,,LĢIA 2397,n/a,no comment,"trepmuĩža 'stair estate.' Compound of trepe '(usually pl.) stairs' and muĩža 'estate.' | Borrowed from HG Treppe, cf. also Lt. trẽpai Est. repp. | ME 4, 231.",no comment,borrowed,possible,high german,latvian,stairs,building,no,modern,no comment,aigars
trepmuizas freivaldi,house,357 krustpils,unclear,"56,4742","26,0019",0,no,trepmuižas freivaldi,latvian,unclear,,LĢIA unreg.,n/a,no comment,"trepmuĩžas freivaldi 'Freivaldi in Trepmuiža.' Nom.pl. of FN Freivalds (LUV), cf. also HG Freiwald (DFD). | Borrowed from HG FN Freiwald. | AK.",no comment,borrowed,reliable,high german,latvian,Freiwald,foreign names (germanic),yes,modern,no comment,aigars
trepmuizas kapi 1,cemetery,357 krustpils,unclear,"56,4695","26,0267",0,no,trepmuižas kapi,latvian,unclear,,LĢIA 160380,n/a,no comment,trepmuĩžas kapi 'Trepmuiža cemetery.' Gen.sg. of trepmuĩža 'stair estate.' | Compound of trepe '(usually pl.) stairs' and muĩža 'estate.' | AK.,no comment,recent,possible,original word,latvian,stair estate,administration; building,no,modern,no comment,aigars
trepmuizas kapi 1,cemetery,357 krustpils,unclear,"56,4695","26,0267",0,no,trepmuižas kapsēta,latvian,unclear,,LĢIA 160380,n/a,no comment,trepmuĩžas kapsēta 'Trepmuiža cemetery.' Gen.sg. of trepmuĩža 'stair estate.' | Compound of trepe '(usually pl.) stairs' and muĩža 'estate.' | AK.,no comment,recent,possible,original word,latvian,stair estate,administration; building,no,modern,no comment,aigars
trepmuizas kapi 1,cemetery,357 krustpils,unclear,"56,4695","26,0267",0,no,trepmuižas otrie kapi,latvian,unclear,,LĢIA 160380,n/a,no comment,trepmuĩžas uõtrie kapi 'Trepmuiža second cemetery.' Gen.sg. of trepmuĩža 'stair estate.' | Compound of trepe '(usually pl.) stairs' and muĩža 'estate.' | AK.,no comment,recent,possible,original word,latvian,stair estate,administration; building,no,modern,no comment,aigars
